instance,method,total_time,dec,basename,Y,n,m,S,weight_type,p_value,too_long,config_skip_time,max_solution_time,time_limit_exceeded,skipped,combine_fronts_time,create_problem_time,extract_subgraph_time,init_graph_time,label_solve_time,metric_closure_time,pareto_filter_time,set_subgraphs_time,setup_lazy-sec_time,setup_mtz_time,solve_epsilon_constraint_time,combine_fronts_count,create_problem_count,extract_subgraph_count,init_graph_count,label_solve_count,metric_closure_count,pareto_filter_count,set_subgraphs_count,setup_lazy-sec_count,setup_mtz_count,solve_epsilon_constraint_count
n-10_S-6_type-float-33_weights-random_seed-0,MIP-MTZ,0.21383849999998006,False,MIP-MTZ,26,10,11,6,random,float-33,False,100,102,False,False,0.0,3.832999993846897e-06,0.0,3.862500000195723e-05,0.0,0.0001553329999808284,0.0,0.0,0.0,0.011397334000008641,0.20221966700000849,0,1,0,1,0,1,0,0,0,1,1
n-10_S-6_type-float-33_weights-random_seed-0,MIP-MTZ-dec,0.10585466699998847,True,MIP-MTZ,26,10,11,6,random,float-33,False,100,102,False,False,0.00014049999998633211,8.540000010270887e-06,6.0040999983357324e-05,4.379099999596292e-05,0.0,0.00034166599999707614,0.0,6.308400000420988e-05,0.0,0.048397875000063095,0.0564221239999938,1,6,6,6,0,6,0,1,0,6,6
n-10_S-6_type-float-33_weights-random_seed-0,MIP-Lazy,0.15516499999998246,False,MIP-Lazy,26,10,11,6,random,float-33,False,100,102,False,False,0.0,1.542000006793387e-06,0.0,4.245799999580413e-05,0.0,0.0001535419999925125,0.0,0.0,0.009579208000019435,0.0,0.1453664169999911,0,1,0,1,0,1,0,0,1,0,1
n-10_S-6_type-float-33_weights-random_seed-0,MIP-Lazy-dec,0.10675187499998628,True,MIP-Lazy,26,10,11,6,random,float-33,False,100,102,False,False,0.00014400000000591717,1.3418000008869058e-05,5.9957000047461406e-05,4.279099999848768e-05,0.0,0.0002685400000075333,0.0,5.745800001477619e-05,0.0480378739999594,0.0,0.05778879299998607,1,6,6,6,0,6,0,1,6,0,6
n-10_S-6_type-float-33_weights-random_seed-0,Label,0.009269791999997778,False,Label,26,10,11,6,random,float-33,False,100,102,False,False,0.0,0.0,0.0,2.4375000009513315e-05,0.009219208000018853,0.0,1.4667000016288512e-05,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-6_type-float-33_weights-random_seed-0,Label-dec,0.000488958999994793,True,Label,26,10,11,6,random,float-33,False,100,102,False,False,0.000146292000010817,0.0,3.0083999973840037e-05,4.12500000095406e-05,0.0001330000000052678,0.0,1.4875999994501399e-05,6.504200001700156e-05,0.0,0.0,0.0,1,0,6,6,6,0,6,1,0,0,0
n-10_S-8_type-float-33_weights-nondecreasing_seed-0,MIP-MTZ,0.3147605409999983,False,MIP-MTZ,32,10,9,8,nondecreasing,float-33,False,100,102,False,False,0.0,2.8329999963716546e-06,0.0,3.904199999738012e-05,0.0,0.00016312500000026375,0.0,0.0,0.0,0.011310665999985758,0.3032150409999872,0,1,0,1,0,1,0,0,0,1,1
n-10_S-8_type-float-33_weights-nondecreasing_seed-0,MIP-MTZ-dec,0.14364970900001595,True,MIP-MTZ,32,10,9,8,nondecreasing,float-33,False,100,102,False,False,0.0002069589999962318,1.0581000026377296e-05,8.254100001181541e-05,5.174900002202776e-05,0.0,0.0004067520000035074,0.0,6.362499999568172e-05,0.0,0.06352316599998176,0.07881149999997206,1,8,8,8,0,8,0,1,0,8,8
n-10_S-8_type-float-33_weights-nondecreasing_seed-0,MIP-Lazy,0.217314416000022,False,MIP-Lazy,32,10,9,8,nondecreasing,float-33,False,100,102,False,False,0.0,1.4579999856323411e-06,0.0,3.483300000084455e-05,0.0,0.00015637500001730587,0.0,0.0,0.010263916999974754,0.0,0.20683316700001342,0,1,0,1,0,1,0,0,1,0,1
n-10_S-8_type-float-33_weights-nondecreasing_seed-0,MIP-Lazy-dec,0.12211179199999833,True,MIP-Lazy,32,10,9,8,nondecreasing,float-33,False,100,102,False,False,0.00020841600002086125,1.487499997665509e-05,8.52499999552947e-05,5.112399998097317e-05,0.0,0.0003297510000379589,0.0,5.712500001209264e-05,0.060273874999950294,0.0,0.06066054100000429,1,8,8,8,0,8,0,1,8,0,8
n-10_S-8_type-float-33_weights-nondecreasing_seed-0,Label,0.006580124999999271,False,Label,32,10,9,8,nondecreasing,float-33,False,100,102,False,False,0.0,0.0,0.0,2.091700000050878e-05,0.0065368749999947795,0.0,1.3834000014867343e-05,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-8_type-float-33_weights-nondecreasing_seed-0,Label-dec,0.0005330829999934394,True,Label,32,10,9,8,nondecreasing,float-33,False,100,102,False,False,0.00020916700000839228,0.0,3.333600000132719e-05,4.670799998507391e-05,0.00010762500002670095,0.0,1.608300001976204e-05,5.0750000013977115e-05,0.0,0.0,0.0,1,0,8,8,8,0,8,1,0,0,0
n-10_S-6_type-float-33_weights-nonincreasing_seed-0,MIP-MTZ,0.23837870899998848,False,MIP-MTZ,28,10,10,6,nonincreasing,float-33,False,100,102,False,False,0.0,2.625000007583367e-06,0.0,3.6583999985850824e-05,0.0,0.00016291699998305376,0.0,0.0,0.0,0.010252334000000474,0.22789879199999064,0,1,0,1,0,1,0,0,0,1,1
n-10_S-6_type-float-33_weights-nonincreasing_seed-0,MIP-MTZ-dec,0.10416504200000531,True,MIP-MTZ,28,10,10,6,nonincreasing,float-33,False,100,102,False,False,0.00011350000002607885,8.124999993697202e-06,6.39980000585183e-05,4.391700002770449e-05,0.0,0.0003260410000223146,0.0,6.495799999584051e-05,0.0,0.04959466700003645,0.05357974799997578,1,6,6,6,0,6,0,1,0,6,6
n-10_S-6_type-float-33_weights-nonincreasing_seed-0,MIP-Lazy,0.1623722920000148,False,MIP-Lazy,28,10,10,6,nonincreasing,float-33,False,100,102,False,False,0.0,1.374999982317604e-06,0.0,3.6708999999746084e-05,0.0,0.00014974999999139982,0.0,0.0,0.00893637500001887,0.0,0.1532272080000041,0,1,0,1,0,1,0,0,1,0,1
n-10_S-6_type-float-33_weights-nonincreasing_seed-0,MIP-Lazy-dec,0.10585520899999779,True,MIP-Lazy,28,10,10,6,nonincreasing,float-33,False,100,102,False,False,0.0001235420000114118,1.7082999988815573e-05,6.94999999382162e-05,4.4333999966283955e-05,0.0,0.000275292999958765,0.0,5.904099998588208e-05,0.051735085000018444,0.0,0.05319149999999695,1,6,6,6,0,6,0,1,6,0,6
n-10_S-6_type-float-33_weights-nonincreasing_seed-0,Label,0.005832542000007379,False,Label,28,10,10,6,nonincreasing,float-33,False,100,102,False,False,0.0,0.0,0.0,2.866699998094191e-05,0.00578020800000445,0.0,1.379200000428682e-05,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-6_type-float-33_weights-nonincreasing_seed-0,Label-dec,0.00043099999999185457,True,Label,28,10,10,6,nonincreasing,float-33,False,100,102,False,False,0.00011295800001676071,0.0,2.8750000012678356e-05,4.071000003591507e-05,0.00012087699997209711,0.0,1.4458000009653915e-05,5.550000000198452e-05,0.0,0.0,0.0,1,0,6,6,6,0,6,1,0,0,0
n-10_S-2_type-float-33_weights-nonincreasing_seed-0,MIP-MTZ,0.22425841699998728,False,MIP-MTZ,16,10,17,2,nonincreasing,float-33,False,100,102,False,False,0.0,1.958000012791672e-06,0.0,3.8666999984116046e-05,0.0,0.00018079199998055628,0.0,0.0,0.0,0.033091541000004554,0.19092845899999134,0,1,0,1,0,1,0,0,0,1,1
n-10_S-2_type-float-33_weights-nonincreasing_seed-0,MIP-MTZ-dec,0.1033067080000194,True,MIP-MTZ,16,10,17,2,nonincreasing,float-33,False,100,102,False,False,5.6415999978298714e-05,3.332999995109276e-06,2.7250000016465492e-05,2.9790999974466104e-05,0.0,0.00018545800000424606,0.0,7.412499999759348e-05,0.0,0.021833584000006567,0.0809383339999954,1,2,2,2,0,2,0,1,0,2,2
n-10_S-2_type-float-33_weights-nonincreasing_seed-0,MIP-Lazy,0.21357770800000253,False,MIP-Lazy,16,10,17,2,nonincreasing,float-33,False,100,102,False,False,0.0,1.6250000101081241e-06,0.0,4.866599999786558e-05,0.0,0.00019716699998184595,0.0,0.0,0.009690374999991036,0.0,0.20361245799998073,0,1,0,1,0,1,0,0,1,0,1
n-10_S-2_type-float-33_weights-nonincreasing_seed-0,MIP-Lazy-dec,0.08544212499998594,True,MIP-Lazy,16,10,17,2,nonincreasing,float-33,False,100,102,False,False,6.141599999409664e-05,4.208999996535567e-06,2.8166999982204288e-05,3.316699999800221e-05,0.0,0.00019058300000551753,0.0,6.937500000958607e-05,0.018658999999985326,0.0,0.0662651669999832,1,2,2,2,0,2,0,1,2,0,2
n-10_S-2_type-float-33_weights-nonincreasing_seed-0,Label,0.00883983400001398,False,Label,16,10,17,2,nonincreasing,float-33,False,100,102,False,False,0.0,0.0,0.0,2.5458999999727894e-05,0.008796417000013435,0.0,9.375000018962965e-06,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-2_type-float-33_weights-nonincreasing_seed-0,Label-dec,0.0007819579999761572,True,Label,16,10,17,2,nonincreasing,float-33,False,100,102,False,False,7.362499999885586e-05,0.0,2.1333999995931663e-05,2.6416999986622614e-05,0.0005557499999895299,0.0,9.167000001752967e-06,6.675000000200271e-05,0.0,0.0,0.0,1,0,2,2,2,0,2,1,0,0,0
n-10_S-8_type-float-66_weights-random_seed-0,MIP-MTZ,0.16033283400000187,False,MIP-MTZ,20,10,10,8,random,float-66,False,100,102,False,False,0.0,1.8329999988964119e-06,0.0,3.874999998743078e-05,0.0,0.00014729200000829223,0.0,0.0,0.0,0.010788249999990285,0.14932749999999828,0,1,0,1,0,1,0,0,0,1,1
n-10_S-8_type-float-66_weights-random_seed-0,MIP-MTZ-dec,0.11710762500001692,True,MIP-MTZ,20,10,10,8,random,float-66,False,100,102,False,False,0.00013500000000021828,1.0290999995277161e-05,8.7249000017664e-05,5.033399997955712e-05,0.0,0.00040033199999811586,0.0,6.250000001273293e-05,0.0,0.058740666000005604,0.05711854300002983,1,8,8,8,0,8,0,1,0,8,8
n-10_S-8_type-float-66_weights-random_seed-0,MIP-Lazy,0.1016700000000128,False,MIP-Lazy,20,10,10,8,random,float-66,False,100,102,False,False,0.0,1.5410000173687877e-06,0.0,4.491600000733342e-05,0.0,0.0001621250000027885,0.0,0.0,0.008766250000007858,0.0,0.09266700000000583,0,1,0,1,0,1,0,0,1,0,1
n-10_S-8_type-float-66_weights-random_seed-0,MIP-Lazy-dec,0.12317233400000305,True,MIP-Lazy,20,10,10,8,random,float-66,False,100,102,False,False,0.00012945800000352392,2.2206000011237848e-05,9.391599994046373e-05,5.516400000260546e-05,0.0,0.00033625099996470453,0.0,5.5707999990772805e-05,0.06229454000003898,0.0,0.05971562500002392,1,8,8,8,0,8,0,1,8,0,8
n-10_S-8_type-float-66_weights-random_seed-0,Label,0.031845541999985016,False,Label,20,10,10,8,random,float-66,False,100,102,False,False,0.0,0.0,0.0,2.4416999991672128e-05,0.031795583999979726,0.0,1.1707999988175288e-05,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-8_type-float-66_weights-random_seed-0,Label-dec,0.00046729100000675317,True,Label,20,10,10,8,random,float-66,False,100,102,False,False,0.00012799999998946987,0.0,3.3208999951739315e-05,4.462600003307671e-05,0.00011383399998976529,0.0,1.5541999971446785e-05,6.204199999615412e-05,0.0,0.0,0.0,1,0,8,8,8,0,8,1,0,0,0
n-10_S-4_type-float-0_weights-random_seed-0,MIP-MTZ,0.36467495899998426,False,MIP-MTZ,25,10,9,4,random,float-0,False,100,102,False,False,0.0,2.166999991004559e-06,0.0,3.78750000038508e-05,0.0,0.00013637499998253588,0.0,0.0,0.0,0.011566625000000386,0.3529063330000213,0,1,0,1,0,1,0,0,0,1,1
n-10_S-4_type-float-0_weights-random_seed-0,MIP-MTZ-dec,0.09543058399998472,True,MIP-MTZ,25,10,9,4,random,float-0,False,100,102,False,False,0.00011975000001029912,5.582000000003973e-06,4.462599994781158e-05,3.4416999994846265e-05,0.0,0.00023629100004995962,0.0,6.395799999836527e-05,0.0,0.03505945699998847,0.059567832999960046,1,4,4,4,0,4,0,1,0,4,4
n-10_S-4_type-float-0_weights-random_seed-0,MIP-Lazy,0.26838416699999357,False,MIP-Lazy,25,10,9,4,random,float-0,False,100,102,False,False,0.0,1.3330000001587905e-06,0.0,3.725000001963963e-05,0.0,0.00013824999999201282,0.0,0.0,0.009103667000005089,0.0,0.2590786250000008,0,1,0,1,0,1,0,0,1,0,1
n-10_S-4_type-float-0_weights-random_seed-0,MIP-Lazy-dec,0.09399124999998776,True,MIP-Lazy,25,10,9,4,random,float-0,False,100,102,False,False,0.00013020800000163035,9.041000026854817e-06,3.908299999011433e-05,3.670900002816779e-05,0.0,0.0001967920000254253,0.0,5.512499998872045e-05,0.03638020900001493,0.0,0.05691099899996743,1,4,4,4,0,4,0,1,4,0,4
n-10_S-4_type-float-0_weights-random_seed-0,Label,0.0021674159999918174,False,Label,25,10,9,4,random,float-0,False,100,102,False,False,0.0,0.0,0.0,2.0500000005085894e-05,0.002124166000015748,0.0,1.4291999974602732e-05,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-4_type-float-0_weights-random_seed-0,Label-dec,0.0003663329999881171,True,Label,25,10,9,4,random,float-0,False,100,102,False,False,0.00011216699999749835,0.0,2.033400002687813e-05,2.916699997967953e-05,0.00010287600005653985,0.0,1.0459000009177544e-05,5.1374999998188287e-05,0.0,0.0,0.0,1,0,4,4,4,0,4,1,0,0,0
n-10_S-2_type-float-33_weights-random_seed-0,MIP-MTZ,0.23804970800000547,False,MIP-MTZ,10,10,13,2,random,float-33,False,100,102,False,False,0.0,1.4590000034786499e-06,0.0,3.9125000000694854e-05,0.0,0.00016833300000484996,0.0,0.0,0.0,0.011691999999982272,0.22611812499999928,0,1,0,1,0,1,0,0,0,1,1
n-10_S-2_type-float-33_weights-random_seed-0,MIP-MTZ-dec,0.08889316700000904,True,MIP-MTZ,10,10,13,2,random,float-33,False,100,102,False,False,3.862500000195723e-05,3.0829999957404652e-06,2.1124999989297066e-05,2.8748999966410338e-05,0.0,0.00020666699998628246,0.0,7.479200002080688e-05,0.0,0.021845624999997426,0.06652583299998582,1,2,2,2,0,2,0,1,0,2,2
n-10_S-2_type-float-33_weights-random_seed-0,MIP-Lazy,0.30051691699998173,False,MIP-Lazy,10,10,13,2,random,float-33,False,100,102,False,False,0.0,1.6669999922669376e-06,0.0,4.137500002343586e-05,0.0,0.00019216700002289144,0.0,0.0,0.01126408300001458,0.0,0.28899045800000067,0,1,0,1,0,1,0,0,1,0,1
n-10_S-2_type-float-33_weights-random_seed-0,MIP-Lazy-dec,0.08775879099999884,True,MIP-Lazy,10,10,13,2,random,float-33,False,100,102,False,False,4.908299999328847e-05,4.2919999998503044e-06,2.2082999976191786e-05,3.0207999998310697e-05,0.0,0.00018137400002160575,0.0,7.28329999901689e-05,0.018632958000011968,0.0,0.06863029100000517,1,2,2,2,0,2,0,1,2,0,2
n-10_S-2_type-float-33_weights-random_seed-0,Label,0.0024634160000118754,False,Label,10,10,13,2,random,float-33,False,100,102,False,False,0.0,0.0,0.0,2.4124999981722794e-05,0.0024233750000064447,0.0,6.500000012010787e-06,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-2_type-float-33_weights-random_seed-0,Label-dec,0.00059629100002212,True,Label,10,10,13,2,random,float-33,False,100,102,False,False,6.670799999142218e-05,0.0,2.2459000007302166e-05,2.2709000006670976e-05,0.0003647080000348524,0.0,8.624000003010224e-06,8.416699998292643e-05,0.0,0.0,0.0,1,0,2,2,2,0,2,1,0,0,0
n-10_S-4_type-float-0_weights-nonincreasing_seed-0,MIP-MTZ,0.19556495899999504,False,MIP-MTZ,20,10,9,4,nonincreasing,float-0,False,100,102,False,False,0.0,1.6669999922669376e-06,0.0,3.766700001506251e-05,0.0,0.00014199999998254498,0.0,0.0,0.0,0.011873291999989988,0.18348370800001135,0,1,0,1,0,1,0,0,0,1,1
n-10_S-4_type-float-0_weights-nonincreasing_seed-0,MIP-MTZ-dec,0.08754004200000054,True,MIP-MTZ,20,10,9,4,nonincreasing,float-0,False,100,102,False,False,9.029099999224854e-05,6.292000051644209e-06,5.833299999835617e-05,3.74160000262691e-05,0.0,0.000274165999996967,0.0,6.204100000672952e-05,0.0,0.03823070799998618,0.048468624999998156,1,4,4,4,0,4,0,1,0,4,4
n-10_S-4_type-float-0_weights-nonincreasing_seed-0,MIP-Lazy,0.1456198750000226,False,MIP-Lazy,20,10,9,4,nonincreasing,float-0,False,100,102,False,False,0.0,1.4160000034735276e-06,0.0,3.662500000700675e-05,0.0,0.0001452080000206024,0.0,0.0,0.009631500000011783,0.0,0.13577258300000494,0,1,0,1,0,1,0,0,1,0,1
n-10_S-4_type-float-0_weights-nonincreasing_seed-0,MIP-Lazy-dec,0.0815318340000033,True,MIP-Lazy,20,10,9,4,nonincreasing,float-0,False,100,102,False,False,9.370799998009716e-05,9.292000015648227e-06,4.3125000019017534e-05,3.375000000005457e-05,0.0,0.00022720900000194888,0.0,5.216700000687524e-05,0.035727417000003925,0.0,0.04505812499999706,1,4,4,4,0,4,0,1,4,0,4
n-10_S-4_type-float-0_weights-nonincreasing_seed-0,Label,0.0017433329999789748,False,Label,20,10,9,4,nonincreasing,float-0,False,100,102,False,False,0.0,0.0,0.0,2.104200001440404e-05,0.001697874999990745,0.0,1.4333999985183254e-05,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-4_type-float-0_weights-nonincreasing_seed-0,Label-dec,0.000343165999993289,True,Label,20,10,9,4,nonincreasing,float-0,False,100,102,False,False,8.804199998735385e-05,0.0,2.0500000005085894e-05,2.866799997036651e-05,9.529199999747107e-05,0.0,1.0124000027644797e-05,6.120800000530835e-05,0.0,0.0,0.0,1,0,4,4,4,0,4,1,0,0,0
n-10_S-6_type-float-0_weights-random_seed-0,MIP-MTZ,0.17923404199999027,False,MIP-MTZ,18,10,9,6,random,float-0,False,100,102,False,False,0.0,3.0419999745845416e-06,0.0,3.9499999985537215e-05,0.0,0.00016829199998369404,0.0,0.0,0.0,0.012165750000008302,0.1668308330000059,0,1,0,1,0,1,0,0,0,1,1
n-10_S-6_type-float-0_weights-random_seed-0,MIP-MTZ-dec,0.12881525000000238,True,MIP-MTZ,18,10,9,6,random,float-0,False,100,102,False,False,9.779199999115917e-05,8.541999960698377e-06,6.641699997089745e-05,4.641699996454918e-05,0.0,0.00033424900001932656,0.0,6.295800000089002e-05,0.0,0.05169562599999722,0.0761158329999887,1,6,6,6,0,6,0,1,0,6,6
n-10_S-6_type-float-0_weights-random_seed-0,MIP-Lazy,0.12256054200000221,False,MIP-Lazy,18,10,9,6,random,float-0,False,100,102,False,False,0.0,1.499999996212864e-06,0.0,3.566600000226572e-05,0.0,0.00014737500001160697,0.0,0.0,0.008642750000007027,0.0,0.11371229200000244,0,1,0,1,0,1,0,0,1,0,1
n-10_S-6_type-float-0_weights-random_seed-0,MIP-Lazy-dec,0.10416629100001273,True,MIP-Lazy,18,10,9,6,random,float-0,False,100,102,False,False,8.65840000017215e-05,1.3416000058441568e-05,5.7999000006248025e-05,4.1041999935487183e-05,0.0,0.0002707500000553864,0.0,6.679200001258323e-05,0.04778162500002736,0.0,0.05550337600007538,1,6,6,6,0,6,0,1,6,0,6
n-10_S-6_type-float-0_weights-random_seed-0,Label,0.00335029199999326,False,Label,18,10,9,6,random,float-0,False,100,102,False,False,0.0,0.0,0.0,2.0000000006348273e-05,0.0033125830000244605,0.0,9.291999987226518e-06,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-6_type-float-0_weights-random_seed-0,Label-dec,0.0003634580000095866,True,Label,18,10,9,6,random,float-0,False,100,102,False,False,9.354200000188939e-05,0.0,2.66249999754109e-05,3.5373999963894676e-05,9.325099998136466e-05,0.0,1.2625000067600922e-05,5.012500000134423e-05,0.0,0.0,0.0,1,0,6,6,6,0,6,1,0,0,0
n-10_S-8_type-float-0_weights-random_seed-0,MIP-MTZ,0.17544170800002235,False,MIP-MTZ,23,10,9,8,random,float-0,False,100,102,False,False,0.0,1.4580000140540506e-06,0.0,3.849999998806197e-05,0.0,0.00015920900000310212,0.0,0.0,0.0,0.01178133399997705,0.1634353340000132,0,1,0,1,0,1,0,0,0,1,1
n-10_S-8_type-float-0_weights-random_seed-0,MIP-MTZ-dec,0.1205894590000014,True,MIP-MTZ,23,10,9,8,random,float-0,False,100,102,False,False,0.0001720420000026479,1.0751000047548587e-05,8.254299999066461e-05,5.3209000043352717e-05,0.0,0.0003985840000098051,0.0,6.333299998573239e-05,0.0,0.06364425000001006,0.05569949899998505,1,8,8,8,0,8,0,1,0,8,8
n-10_S-8_type-float-0_weights-random_seed-0,MIP-Lazy,0.12219262499999672,False,MIP-Lazy,23,10,9,8,random,float-0,False,100,102,False,False,0.0,1.499999996212864e-06,0.0,3.662500000700675e-05,0.0,0.00014145899999107314,0.0,0.0,0.008665207999996483,0.0,0.1133251249999887,0,1,0,1,0,1,0,0,1,0,1
n-10_S-8_type-float-0_weights-random_seed-0,MIP-Lazy-dec,0.12849849999997787,True,MIP-Lazy,23,10,9,8,random,float-0,False,100,102,False,False,0.00017616700000644414,2.07110000189914e-05,8.349899997028842e-05,4.9917999973558835e-05,0.0,0.0003645400000493737,0.0,6.324999998241765e-05,0.06580929300000093,0.0,0.06141591899998389,1,8,8,8,0,8,0,1,8,0,8
n-10_S-8_type-float-0_weights-random_seed-0,Label,0.007534541000012496,False,Label,23,10,9,8,random,float-0,False,100,102,False,False,0.0,0.0,0.0,2.6041000012355653e-05,0.007486291999981631,0.0,1.1833999991495148e-05,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-8_type-float-0_weights-random_seed-0,Label-dec,0.0004888750000020536,True,Label,23,10,9,8,random,float-0,False,100,102,False,False,0.00016737500001795524,0.0,3.3540000003995374e-05,4.424900001254173e-05,0.00010366499998326617,0.0,1.5748000009807583e-05,5.400000000577165e-05,0.0,0.0,0.0,1,0,8,8,8,0,8,1,0,0,0
n-10_S-4_type-float-66_weights-nonincreasing_seed-0,MIP-MTZ,0.1788183339999989,False,MIP-MTZ,18,10,13,4,nonincreasing,float-66,False,100,102,False,False,0.0,1.5829999995276012e-06,0.0,3.783299999327028e-05,0.0,0.00018862500002114757,0.0,0.0,0.0,0.011753166000005422,0.16679750000000126,0,1,0,1,0,1,0,0,0,1,1
n-10_S-4_type-float-66_weights-nonincreasing_seed-0,MIP-MTZ-dec,0.0887223340000105,True,MIP-MTZ,18,10,13,4,nonincreasing,float-66,False,100,102,False,False,8.841700000061792e-05,5.332000000635162e-06,4.558300000212512e-05,3.437600000211205e-05,0.0,0.00025145800000814233,0.0,8.237500000518594e-05,0.0,0.035644708999967634,0.05230370699999298,1,4,4,4,0,4,0,1,0,4,4
n-10_S-4_type-float-66_weights-nonincreasing_seed-0,MIP-Lazy,0.15983558400000675,False,MIP-Lazy,18,10,13,4,nonincreasing,float-66,False,100,102,False,False,0.0,1.4579999856323411e-06,0.0,3.716700001632489e-05,0.0,0.00017941600000881408,0.0,0.0,0.01097483299997748,0.0,0.14861904200000708,0,1,0,1,0,1,0,0,1,0,1
n-10_S-4_type-float-66_weights-nonincreasing_seed-0,MIP-Lazy-dec,0.08686512500000276,True,MIP-Lazy,18,10,13,4,nonincreasing,float-66,False,100,102,False,False,8.333400000992697e-05,7.832999955326159e-06,4.066700000748824e-05,3.304099996626064e-05,0.0,0.00020462599999859776,0.0,6.20000000139953e-05,0.035808792000011636,0.0,0.05039166799994632,1,4,4,4,0,4,0,1,4,0,4
n-10_S-4_type-float-66_weights-nonincreasing_seed-0,Label,0.011831833000002234,False,Label,18,10,13,4,nonincreasing,float-66,False,100,102,False,False,0.0,0.0,0.0,2.2707999988824668e-05,0.011789500000020325,0.0,9.9169999998594e-06,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-4_type-float-66_weights-nonincreasing_seed-0,Label-dec,0.0004212080000058904,True,Label,18,10,13,4,nonincreasing,float-66,False,100,102,False,False,8.374999998750354e-05,0.0,2.4873999990404627e-05,3.204100002562882e-05,0.00016433399997595188,0.0,1.1666999995441074e-05,6.262499999820648e-05,0.0,0.0,0.0,1,0,4,4,4,0,4,1,0,0,0
n-10_S-4_type-float-66_weights-random_seed-0,MIP-MTZ,0.5959810840000159,False,MIP-MTZ,36,10,14,4,random,float-66,False,100,102,False,False,0.0,2.582999997002844e-06,0.0,4.0458000000853644e-05,0.0,0.00018362500000534965,0.0,0.0,0.0,0.011937750000015512,0.5837914159999968,0,1,0,1,0,1,0,0,0,1,1
n-10_S-4_type-float-66_weights-random_seed-0,MIP-MTZ-dec,0.10104558300000122,True,MIP-MTZ,36,10,14,4,random,float-66,False,100,102,False,False,0.00016387499999837019,7.124999996221959e-06,4.491600003575513e-05,3.3834000021215616e-05,0.0,0.00027749999995307917,0.0,8.504199999492812e-05,0.0,0.039672959000000674,0.06047112499996388,1,4,4,4,0,4,0,1,0,4,4
n-10_S-4_type-float-66_weights-random_seed-0,MIP-Lazy,0.6887530000000197,False,MIP-Lazy,36,10,14,4,random,float-66,False,100,102,False,False,0.0,1.958000012791672e-06,0.0,3.94580000033784e-05,0.0,0.00019399999999336615,0.0,0.0,0.009883416000008083,0.0,0.6786102910000125,0,1,0,1,0,1,0,0,1,0,1
n-10_S-4_type-float-66_weights-random_seed-0,MIP-Lazy-dec,0.10334708400000636,True,MIP-Lazy,36,10,14,4,random,float-66,False,100,102,False,False,0.0001501250000046639,1.0791000022436492e-05,4.716600003007443e-05,3.4290999991526405e-05,0.0,0.00023770899997543893,0.0,7.44159999896965e-05,0.04021795699998165,0.0,0.06226529200000641,1,4,4,4,0,4,0,1,4,0,4
n-10_S-4_type-float-66_weights-random_seed-0,Label,0.015331249999974261,False,Label,36,10,14,4,random,float-66,False,100,102,False,False,0.0,0.0,0.0,3.387499998552812e-05,0.015264999999999418,0.0,1.7583000015974903e-05,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0
n-10_S-4_type-float-66_weights-random_seed-0,Label-dec,0.0005369170000051326,True,Label,36,10,14,4,random,float-66,False,100,102,False,False,0.0001693330000023252,0.0,2.579300002025775e-05,3.437499998426574e-05,0.00017104199997675096,0.0,1.1708999977599888e-05,8.037499998181374e-05,0.0,0.0,0.0,1,0,4,4,4,0,4,1,0,0,0
n-10_S-8_type-float-0_weights-nondecreasing_seed-0,MIP-MTZ,0.20315041700001757,False,MIP-MTZ,22,10,9,8,nondecreasing,float-0,False,100,102,False,False,0.0,2.4999999936881068e-06,0.0,3.591600000163453e-05,0.0,0.00015458300001114367,0.0,0.0,0.0,0.03462233299998729,0.1683145419999903,0,1,0,1,0,1,0,0,0,1,1
n-10_S-8_type-float-0_weights-nondecreasing_seed-0,MIP-MTZ-dec,0.14053125000000932,True,MIP-MTZ,22,10,9,8,nondecreasing,float-0,False,100,102,False,False,0.00017779199998813056,1.2667000021338026e-05,8.320800003502882e-05,5.4624000000558226e-05,0.0,0.00048054299998057104,0.0,8.374999998750354e-05,0.0,0.07349312499999883,0.06557254099996612,1,8,8,8,0,8,0,1,0,8,8
